gene_name	ensgene	prize	type	direction	terminal	degree	betweenness	robustness	specificity	leiden_clusters	meta_cluster	source	location	general_process	specific_process	general_function	specific_function	log2FC_prot	log2FC_rna	gene_DS_status	Fig1_plot_group
MFF	ENSG00000168958	0.315547116886009	protein	neg	TRUE	14	1.6034435386707499E-2	1	0.13	6	Metabolism	protein	mitochondria	cellular process	cellular component organization	binding	protein binding	-0.780188326380642	-0.0325364919142005	DS	DEP + DS
SESTD1	ENSG00000187231	0.0454858878600392	protein	neg	TRUE	5	9.4569571514300003E-4	1	0.14	5	Synaptic/ neuron	protein	NA	biological regulation	regulation of biological process	binding	lipid binding	-0.20934350923789	-0.139714893255301	No DS	DEP, no DEG, no DS
LIN28A	ENSG00000131914	0.176188817635191	protein	pos	TRUE	13	8.3429303761270001E-4	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.177086804172756	0.873767095912275	No DS	DEP + DEG, no DS
RAB3D	ENSG00000105514	0.144056451547538	protein	pos	TRUE	4	1.4682311889849999E-4	1	0.07	11	Synaptic/ neuron	protein	vesicle	localization	establishment of localization	binding	protein binding	0.417698094628737	-0.275087077284338	No DS	DEP + DEG, no DS
CD2BP2	ENSG00000169217	0.164969414562666	protein	pos	TRUE	10	3.9576469377620001E-4	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.461903094329511	0.118163198590503	No DS	DEP, no DEG, no DS
PTPRO	ENSG00000151490	0.132603428244532	protein	neg	TRUE	10	5.3595201186615003E-3	1	0.08	8	Synaptic/ neuron	protein	plasma_membrane	cellular process	cellular component organization	catalytic	hydrolase	-0.393489143878137	-0.318068554457312	No DS	DEP + DEG, no DS
NUCKS1	ENSG00000069275	0.390531057299299	protein	pos	TRUE	7	2.8104178094857002E-3	1	0.05	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.938686434044039	0.0889909493513441	No DS	DEP, no DEG, no DS
TRAF3	ENSG00000131323	0.112844294274503	protein	neg	TRUE	6	1.9937755159865002E-3	0.98	0.06	5	Synaptic/ neuron	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	-0.351723062687208	-0.139598521965472	No DS	DEP + DEG, no DS
SNRPA	ENSG00000077312	0.140155483664267	protein	pos	TRUE	36	2.2848615713860099E-2	1	0.04	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.409452381958179	0.321959322998886	No DS	DEP + DEG, no DS
CNOT2	ENSG00000111596	0.195695897595128	protein	pos	TRUE	6	1.6245344644719999E-4	1	0.1	0	Nuclear/RBP/TF	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	0.52685152713998	0.0707662541918986	DS	DEP + DS
PRMT2	ENSG00000160310	0.151402946378558	protein	neg	TRUE	3	6.748255066757896e-06	1	0.09	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	-0.433226826811358	-0.131209332548647	DS	DEP + DS
NDUFA4	ENSG00000189043	0.185969832682022	protein	neg	TRUE	11	5.9946047111487004E-3	1	0.06	7	Metabolism	protein	mitochondria	metabolic process	nitrogen compound metabolic process	catalytic	oxidoreductase	-0.506292953194119	0.0746032171121857	No DS	DEP, no DEG, no DS
PTP4A1	NA	0.100804051531675	protein	neg	TRUE	6	2.6475840747553002E-3	0.99	0.02	4	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell cycle	catalytic	hydrolase	-0.326272870552362	NA	No DS	NA
KCTD12	ENSG00000178695	0.0886595291425917	protein	neg	TRUE	6	2.0054118879439999E-3	0.97	0.03	0	Nuclear/RBP/TF	protein	extracellular	cellular process	cellular component organization	binding	protein binding	-0.30060225619766	-0.0846293361629492	No DS	DEP, no DEG, no DS
RABGGTA	ENSG00000100949	0.0735409383576195	protein	neg	TRUE	2	1.027344941312E-4	0.88	0.03	11	Synaptic/ neuron	protein	protein complex	cellular process	cellular component organization	binding	protein binding	-0.268645172897585	-0.143294643362839	No DS	DEP, no DEG, no DS
UNC13A	ENSG00000130477	0.422709879110674	protein	neg	TRUE	1	0	1	0.04	4	Synaptic/ neuron	protein	plasma_membrane	cellular process	cell communication	binding	protein binding	-1.00670476351338	-0.250764038533888	DS	DEP + DS
SNX5	ENSG00000089006	0.187161671407172	protein	pos	TRUE	7	2.4955177507332998E-3	1	0.07	10	Autophagy	protein	plasma_membrane	localization	establishment of localization	binding	protein binding	0.508812215072529	-0.038273426009556	No DS	DEP, no DEG, no DS
TIMM17B	ENSG00000126768	0.0970842855282376	protein	pos	TRUE	2	6.378343143447E-4	1	0.03	12	Autophagy	protein	mitochondria	cellular process	cellular component organization	binding	protein binding	0.318410175297272	0.148252617762008	No DS	DEP + DEG, no DS
TSPYL4	ENSG00000187189	0.373209888584267	protein	neg	TRUE	2	7.518108018080561e-05	1	0.13	4	Synaptic/ neuron	protein	NA	cellular process	cellular component organization	binding	protein binding	-0.902073628038924	-0.297208211094564	No DS	DEP + DEG, no DS
OSTF1	ENSG00000134996	0.410462005303281	protein	pos	TRUE	4	6.2270356323939995E-4	1	0.13	0	Nuclear/RBP/TF	protein	extracellular	cellular process	cell activation	binding	protein binding	0.980815688990594	0.534462634182303	No DS	DEP + DEG, no DS
IWS1	ENSG00000163166	0.0761352842442451	protein	pos	TRUE	4	5.5023057324650004E-4	0.73	0	0	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.274128999319457	0.056459498913992	No DS	DEP, no DEG, no DS
MSMO1	ENSG00000052802	0.0923114489293642	protein	neg	TRUE	3	4.1527336862419998E-4	1	0.1	6	Metabolism	protein	ER	metabolic process	primary metabolic process	catalytic	oxidoreductase	-0.308321540785155	-0.0337044741694404	No DS	DEP, no DEG, no DS
NEDD8	ENSG00000129559	0.170744209897887	protein	pos	TRUE	21	1.04015122253357E-2	1	0.03	1	Nuclear/RBP/TF	protein	extracellular	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.474109629858733	0.0314766973312261	No DS	DEP, no DEG, no DS
ATG7	ENSG00000197548	0.128557598436002	protein	neg	TRUE	12	7.7128836219576002E-3	1	0.06	12	Autophagy	protein	vesicle	cellular process	process utilizing autophagic mechanism	binding	protein binding	-0.384937227760554	0.0385148782901288	No DS	DEP, no DEG, no DS
SMPD4	ENSG00000136699	0.0671665015035724	protein	neg	TRUE	3	5.6141721767985001E-3	1	0.05	13	Metabolism	protein	golgi	cellular process	cellular response to stimulus	catalytic	hydrolase	-0.25517113868149	-0.0914919623591801	No DS	DEP, no DEG, no DS
RIMS1	ENSG00000079841	0.29816241728382	protein	neg	TRUE	6	8.0724375494550002E-4	1	0.05	4	Synaptic/ neuron	protein	plasma_membrane	cellular process	secretion by cell	binding	protein binding	-0.743441231281928	-0.459917534358473	No DS	DEP + DEG, no DS
COG4	ENSG00000103051	0.152418734276845	protein	pos	TRUE	3	2.515349693166E-4	1	0.1	9	Synaptic/ neuron	protein	golgi	localization	establishment of localization	binding	protein binding	0.435373959367721	0.0215650826858252	No DS	DEP, no DEG, no DS
CYFIP2	ENSG00000055163	0.167770680827022	protein	neg	TRUE	12	1.728593335013E-3	1	0.05	8	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	-0.46782430091741	-0.668768248848505	No DS	DEP + DEG, no DS
CMTR1	ENSG00000137200	0.186981615329004	protein	pos	TRUE	9	1.5298979514438999E-3	0.95	0.06	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.508431619607611	-0.0111433173602673	No DS	DEP, no DEG, no DS
MRPL44	ENSG00000135900	0.0789000677278662	protein	pos	TRUE	8	3.2470712766411E-3	1	0.1	1	Nuclear/RBP/TF	protein	mitochondria	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.279973090038585	-0.105336194352906	No DS	DEP, no DEG, no DS
CIRBP	ENSG00000099622	0.0669796027762396	protein	pos	TRUE	14	2.2822185209301999E-3	0.71	0.03	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.254776079493567	0.0609493163931056	No DS	DEP, no DEG, no DS
SMARCA4	ENSG00000127616	0.0719875835568291	protein	pos	TRUE	15	8.7303415904842994E-3	1	0.01	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.265361752539864	-0.0852998360048994	DS	DEP + DS
ERC1	ENSG00000082805	0.0738316111597349	protein	neg	TRUE	5	2.5835251337556001E-3	0.96	0.02	11	Synaptic/ neuron	protein	protein complex	biological regulation	regulation of biological process	binding	protein binding	-0.269259585648243	-0.257493478926399	No DS	DEP + DEG, no DS
KIDINS220	ENSG00000134313	0.109535531628325	protein	neg	TRUE	7	1.4007056669129E-3	0.74	0.06	8	Synaptic/ neuron	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	-0.344729130183314	-0.193317068660789	No DS	DEP + DEG, no DS
DMAC2L	NA	0.135491163220034	protein	pos	TRUE	1	0	1	0.11	9	Synaptic/ neuron	protein	NA	NA	NA	NA	NA	0.399593124630918	NA	No DS	NA
GNS	ENSG00000135677	0.0569537989029681	protein	pos	TRUE	9	3.8598981950473E-3	1	0.08	12	Autophagy	protein	vesicle	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	0.233583929108306	-0.276220741195226	No DS	DEP + DEG, no DS
CPD	ENSG00000108582	0.177058886080014	protein	neg	TRUE	6	7.4689053108030002E-4	1	0.08	8	Synaptic/ neuron	protein	extracellular	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	-0.487457344314093	-0.302979284272307	No DS	DEP + DEG, no DS
MICAL3	ENSG00000243156	0.0845405810251983	protein	pos	TRUE	3	3.6327613313319999E-4	1	0.01	1	Nuclear/RBP/TF	protein	nucleus	cellular process	cellular component organization	binding	protein binding	0.291895785471098	-0.0512502268653685	No DS	DEP, no DEG, no DS
SERPINB1	ENSG00000021355	0.165902015384871	protein	pos	TRUE	2	0	0.95	0.03	3	Nuclear/RBP/TF	protein	extracellular	immune system process	immune effector process	molecular function regulator	enzyme regulator	0.463874389312279	0.589837755570042	No DS	DEP, no DEG, no DS
EDIL3	ENSG00000164176	0.0531207921012252	protein	neg	TRUE	2	6.742017626403622e-05	0.96	0.01	10	Autophagy	protein	extracellular	biological adhesion	cell adhesion	binding	protein binding	-0.225481869902179	-0.0067998763521813	No DS	DEP, no DEG, no DS
GNB5	ENSG00000069966	0.164444293607871	protein	neg	TRUE	8	3.6760894428731999E-3	1	0.19	5	Synaptic/ neuron	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	-0.460793114283508	0.0276428181107068	No DS	DEP, no DEG, no DS
RPS6KA1	ENSG00000117676	0.260027179444736	protein	neg	TRUE	13	6.4033302393089004E-3	1	0.06	0	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	catalytic	transferase	-0.662832463598159	-0.309739380262833	No DS	DEP + DEG, no DS
RPUSD2	ENSG00000166133	0.223635612087015	protein	pos	TRUE	2	5.754966565652781e-05	1	0.04	0	Nuclear/RBP/TF	protein	NA	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.585909398081565	-0.0226886209048696	No DS	DEP, no DEG, no DS
NUP153	ENSG00000124789	0.249478725602346	protein	pos	TRUE	7	1.1007526244381999E-3	1	0.01	0	Nuclear/RBP/TF	protein	nucleus	localization	establishment of localization	binding	protein binding	0.64053555623935	-0.0364924297347416	No DS	DEP, no DEG, no DS
BRD1	ENSG00000100425	0.269001912396078	protein	pos	TRUE	1	0	1	0.07	7	Metabolism	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.681802901557697	-0.012015804521531	No DS	DEP, no DEG, no DS
REEP6	ENSG00000115255	0.438544838112995	protein	pos	TRUE	3	3.3489151411350001E-4	1	0.08	6	Metabolism	protein	ER	multicellular organismal process	system process	binding	protein binding	1.04017607781031	0.276162931723852	No DS	DEP + DEG, no DS
MPG	ENSG00000103152	0.159995882725239	protein	pos	TRUE	13	8.2177024012978998E-3	1	0.07	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	catalytic	hydrolase	0.451390238106018	0.150681693173755	No DS	DEP, no DEG, no DS
BCCIP	ENSG00000107949	0.10498619825646	protein	pos	TRUE	10	2.4517158710147999E-3	0.96	0.02	0	Nuclear/RBP/TF	protein	cytoskeleton	cellular process	microtubule-based process	binding	protein binding	0.335112928012606	0.289355427406311	No DS	DEP + DEG, no DS
PKN1	ENSG00000123143	0.233899820027249	protein	neg	TRUE	4	1.9946658027100001E-3	1	0.03	5	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	-0.607605477618382	-0.515636107560034	No DS	DEP + DEG, no DS
DNAJC17	ENSG00000104129	0.281298741034138	protein	pos	TRUE	8	1.2704715540403999E-3	1	0.02	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	organic cyclic compound binding	0.707795454878463	0.103858357080018	No DS	DEP, no DEG, no DS
SLC1A2	ENSG00000110436	0.214279537408149	protein	neg	TRUE	2	1.3100778536310001E-4	1	0.11	12	Autophagy	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-0.566132894958574	-0.0356522472443657	No DS	DEP, no DEG, no DS
FSD1	ENSG00000105255	0.0558709163954785	protein	neg	TRUE	1	0	0.96	0.02	5	Synaptic/ neuron	protein	cytoskeleton	biological regulation	regulation of biological process	binding	protein binding	-0.231294974602676	-0.059388579097944	No DS	DEP, no DEG, no DS
POLR3C	ENSG00000186141	0.193456204786795	protein	pos	TRUE	10	4.5820404766892002E-3	1	0.07	9	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.522117352463221	-0.045710412048799	No DS	DEP, no DEG, no DS
RRAGC	ENSG00000116954	0.0534609482543826	protein	neg	TRUE	4	1.352296303831E-4	0.97	0.09	0	Nuclear/RBP/TF	protein	cytoplasm	cellular process	cellular response to stimulus	binding	ion binding	-0.226200878616423	0.010133159753526	No DS	DEP, no DEG, no DS
ARID1B	ENSG00000049618	0.135878302571142	protein	pos	TRUE	13	6.9053560444848998E-3	0.97	0.03	3	Nuclear/RBP/TF	protein	protein complex	cellular process	cellular component organization	binding	protein binding	0.400411444583357	-0.0622341345184499	No DS	DEP, no DEG, no DS
PAICS	ENSG00000128050	0.0391729044146057	protein	pos	TRUE	4	3.9348121905265002E-3	0.82	0.07	9	Synaptic/ neuron	protein	extracellular	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.195999372822858	0.022095673320863	No DS	DEP, no DEG, no DS
XPO4	ENSG00000132953	0.185129657530639	protein	neg	TRUE	5	2.4964922649859999E-4	1	0.04	0	Nuclear/RBP/TF	protein	nucleus	localization	establishment of localization	binding	protein binding	-0.504517023963592	-0.282430304280579	No DS	DEP + DEG, no DS
STUM	ENSG00000203685	0.273253287172377	protein	neg	TRUE	2	1.527179965564E-4	1	0.04	2	Metabolism	protein	membrane	NA	NA	NA	NA	-0.690789290553758	-0.359939664662581	No DS	DEP + DEG, no DS
BCKDHB	ENSG00000083123	0.276148730718579	protein	neg	TRUE	7	1.0293677541630001E-3	1	0.09	7	Metabolism	protein	mitochondria	metabolic process	nitrogen compound metabolic process	catalytic	oxidoreductase	-0.696909565380471	-0.604087217158248	DS	DEP + DS
NOL4L	ENSG00000197183	0.138225757660927	protein	pos	TRUE	2	5.744735823195124e-05	1	0.04	3	Nuclear/RBP/TF	protein	nucleus	NA	NA	binding	protein binding	0.405373402937439	-0.139974700240333	No DS	DEP + DEG, no DS
WDR73	ENSG00000177082	0.266027842052871	protein	pos	TRUE	3	5.3643801085789995E-4	1	0.12	10	Autophagy	protein	cytoskeleton	cellular process	cellular component organization	NA	NA	0.675516428496159	-0.0181961470193224	No DS	DEP, no DEG, no DS
NAA10	ENSG00000102030	0.108377869962631	protein	neg	TRUE	6	3.602726626118E-3	1	0.12	9	Synaptic/ neuron	protein	protein complex	cellular process	cellular component organization	catalytic	transferase	-0.34228211043061	0.0766302156327471	No DS	DEP, no DEG, no DS
RPRD1B	ENSG00000101413	0.160505898994026	protein	pos	TRUE	12	5.4323165291593001E-3	1	0.04	3	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.452468290460093	0.0711682289725731	No DS	DEP, no DEG, no DS
LARP4	ENSG00000161813	0.143380364012138	protein	pos	TRUE	9	2.9255521475954E-3	1	0.04	1	Nuclear/RBP/TF	protein	cytoplasm	biological regulation	regulation of biological process	binding	organic cyclic compound binding	0.416269007355046	0.519152873425803	No DS	DEP + DEG, no DS
TRIM33	ENSG00000197323	0.134384889259532	protein	pos	TRUE	11	4.4019629137289004E-3	0.88	0.04	7	Metabolism	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.397254726190793	0.112729165123592	No DS	DEP, no DEG, no DS
KIF1A	ENSG00000130294	0.0819437332307233	protein	neg	TRUE	3	4.0264240306950002E-4	0.96	0.04	12	Autophagy	protein	cytoskeleton	localization	establishment of localization	binding	protein binding	-0.286406670614696	-0.0658439796761654	DS	DEP + DS
STXBP1	ENSG00000136854	0.0457455700288813	protein	neg	TRUE	18	1.43044181487622E-2	0.94	0.01	4	Synaptic/ neuron	protein	extracellular	biological regulation	regulation of biological process	binding	protein binding	-0.209892415205335	-0.245561065696358	No DS	DEP + DEG, no DS
SLC4A7	ENSG00000033867	0.179168177003439	protein	neg	TRUE	9	4.5106001907274E-3	1	0.07	8	Synaptic/ neuron	protein	plasma_membrane	localization	establishment of localization	transporter	transmembrane transporter	-0.491915880609088	-0.0645972824564001	No DS	DEP, no DEG, no DS
SPTLC2	ENSG00000100596	0.212360500801813	protein	pos	TRUE	3	2.22585485134E-3	1	0.05	6	Metabolism	protein	ER	metabolic process	nitrogen compound metabolic process	catalytic	transferase	0.56207651076531	0.0763719586388444	No DS	DEP, no DEG, no DS
MPZL1	ENSG00000197965	0.0919787095739899	protein	neg	TRUE	1	0	1	0.02	6	Metabolism	protein	plasma_membrane	cellular process	cell communication	structural molecule	NA	-0.307618209406712	-0.1754937871185	No DS	DEP + DEG, no DS
UTP14A	ENSG00000156697	0.380625487137015	protein	pos	TRUE	14	4.5328552596496001E-3	1	0.03	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.917748428953942	0.113978828709239	No DS	DEP, no DEG, no DS
HSPA4L	ENSG00000164070	0.132577496974146	protein	neg	TRUE	7	1.5497052177074E-3	1	0.1	9	Synaptic/ neuron	protein	cytoplasm	cellular process	protein folding	binding	drug binding	-0.393434331377449	-0.279929603156034	No DS	DEP + DEG, no DS
SEPTIN11	NA	0.0224138486207626	protein	neg	TRUE	9	2.6587227837535001E-3	0.84	0.03	5	Synaptic/ neuron	protein	NA	NA	NA	NA	NA	-0.160574739029158	NA	DS	NA
C7orf50	ENSG00000146540	0.091779333822951	protein	pos	TRUE	13	3.2358472853964001E-3	0.85	0.03	1	Nuclear/RBP/TF	protein	NA	NA	NA	binding	protein binding	0.307196776776212	0.13870282286185	No DS	DEP + DEG, no DS
PARP2	ENSG00000129484	0.270736426233737	protein	pos	TRUE	8	5.7544731712160001E-3	1	0.14	4	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	catalytic	transferase	0.68546924877111	-0.052634362486771	No DS	DEP, no DEG, no DS
NELFCD	ENSG00000101158	0.12852657499015	protein	pos	TRUE	3	9.74683486644098e-05	1	0.07	6	Metabolism	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.384871651619402	0.0095875420855499	No DS	DEP, no DEG, no DS
PPP1R16A	ENSG00000160972	0.108553576665101	protein	pos	TRUE	7	4.6641658404346E-3	1	0.1	5	Synaptic/ neuron	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	0.342653512356032	-0.0039770805533279	No DS	DEP, no DEG, no DS
ENDOD1	ENSG00000149218	0.0841941874370942	protein	neg	TRUE	2	1.1712777292329999E-4	0.93	0.12	9	Synaptic/ neuron	protein	extracellular	cellular process	secretion by cell	binding	ion binding	-0.291163592311888	0.0172330888966842	No DS	DEP, no DEG, no DS
SLC9A6	ENSG00000198689	0.204243750954544	protein	neg	TRUE	6	3.3466840420066E-3	1	0.06	6	Metabolism	protein	endosome	cellular process	cellular component organization	transporter	transmembrane transporter	-0.544919643787148	-0.40747553076081	No DS	DEP + DEG, no DS
GNPDA1	ENSG00000113552	0.0359210571633469	protein	pos	TRUE	3	6.4985142146300003E-4	0.78	0.11	7	Metabolism	protein	extracellular	metabolic process	organic substance metabolic process	catalytic	hydrolase	0.189125745844946	0.0014371679627797	No DS	DEP, no DEG, no DS
PDCD10	ENSG00000114209	0.101484479495841	protein	pos	TRUE	5	4.1577965373261003E-3	1	0.24	0	Nuclear/RBP/TF	protein	cytoplasm	biological regulation	regulation of biological process	binding	protein binding	0.327711132453871	-0.070213442503148	No DS	DEP, no DEG, no DS
ITM2C	ENSG00000135916	0.450351431916505	protein	neg	TRUE	1	0	1	0.03	5	Synaptic/ neuron	protein	lysosome	cellular process	cellular developmental process	binding	amide binding	-1.06513239199562	0.0089644753544297	No DS	DEP, no DEG, no DS
NOC4L	ENSG00000184967	0.114446465938326	protein	pos	TRUE	9	4.7073139270278003E-3	1	0.03	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	nitrogen compound metabolic process	binding	protein binding	0.355109670212343	-0.0563216158564968	No DS	DEP, no DEG, no DS
CNRIP1	ENSG00000119865	0.0275461875665594	protein	neg	TRUE	2	1.2215764086408001E-3	0.96	0.29	7	Metabolism	protein	NA	NA	NA	binding	protein binding	-0.171423275479928	-0.189387552294219	No DS	DEP + DEG, no DS
HPF1	ENSG00000056050	0.100866960056667	protein	pos	TRUE	1	0	1	0.07	4	Synaptic/ neuron	protein	nucleus	cellular process	cellular response to stimulus	binding	protein binding	0.326405844121263	0.15931881174746	No DS	DEP, no DEG, no DS
CPSF4	ENSG00000160917	0.253177191535353	protein	pos	TRUE	5	1.0317712131594999E-3	1	0.06	1	Nuclear/RBP/TF	protein	nucleus	metabolic process	organic substance metabolic process	binding	protein binding	0.648353228242291	0.112319599761597	No DS	DEP, no DEG, no DS
NIPSNAP3A	ENSG00000136783	0.0383877615951016	protein	neg	TRUE	7	4.3812714009344002E-3	0.75	0.06	7	Metabolism	protein	nucleus	NA	NA	binding	protein binding	-0.194339768773631	-0.05398503721384	No DS	DEP, no DEG, no DS
DCTN2	ENSG00000175203	0.227577489169141	protein	neg	TRUE	14	4.6528721535738001E-3	1	0.13	9	Synaptic/ neuron	protein	cytoskeleton	cellular process	cell cycle	binding	protein binding	-0.594241583009632	0.0700440506480381	No DS	DEP, no DEG, no DS
SYT2	ENSG00000143858	0.242545720436281	protein	neg	TRUE	11	3.9161146247144998E-3	1	0.09	4	Synaptic/ neuron	protein	vesicle	cellular process	cellular component organization	binding	protein binding	-0.625880842267463	-0.236616073308479	No DS	DEP + DEG, no DS
BAX	ENSG00000087088	0.163532804013913	protein	pos	TRUE	3	2.8539506081809999E-4	1	0.04	9	Synaptic/ neuron	protein	mitochondria	biological regulation	regulation of biological process	binding	protein binding	0.4588664433857	0.130243275638601	No DS	DEP, no DEG, no DS
AFDN	ENSG00000130396	0.047909216767858	protein	pos	TRUE	24	1.7558095178758198E-2	1	0.1	8	Synaptic/ neuron	protein	NA	cellular process	cell communication	binding	protein binding	0.214465846687993	0.0753018235894832	No DS	DEP, no DEG, no DS
NCL	ENSG00000115053	0.0672633546186057	protein	pos	TRUE	33	2.06366456142488E-2	0.97	0.01	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.255375862991382	0.0679068712832476	No DS	DEP, no DEG, no DS
SYT13	ENSG00000019505	0.206619831885243	protein	neg	TRUE	1	0	1	0.06	1	Nuclear/RBP/TF	protein	vesicle	cellular process	cell communication	binding	protein binding	-0.549942110319249	-0.686816019145145	No DS	DEP + DEG, no DS
NCAPG	ENSG00000109805	0.497358625576803	protein	pos	TRUE	3	2.9098253490139999E-4	1	0.12	3	Nuclear/RBP/TF	protein	nucleus	cellular process	cell cycle	binding	protein binding	1.16449435137864	-0.168291180506634	No DS	DEP, no DEG, no DS
ATCAY	ENSG00000167654	0.0345211236884395	protein	neg	TRUE	2	4.9701650299179998E-4	0.99	0.05	12	Autophagy	protein	plasma_membrane	biological regulation	regulation of biological process	binding	protein binding	-0.186166621459051	-0.0545748678873477	No DS	DEP, no DEG, no DS
PAK1IP1	ENSG00000111845	0.246555307641371	protein	pos	TRUE	8	1.5727430643957001E-3	1	0.05	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.634356150193605	0.0471582021897867	No DS	DEP, no DEG, no DS
PRMT8	ENSG00000111218	0.177032536257177	protein	pos	TRUE	3	5.781502465253693e-05	1	0.13	1	Nuclear/RBP/TF	protein	plasma_membrane	cellular process	cellular component organization	binding	protein binding	0.487401647093675	0.467092082404301	No DS	DEP + DEG, no DS
KCTD1	ENSG00000134504	0.237463464534204	protein	pos	TRUE	2	1.3221013115719999E-4	1	0.04	1	Nuclear/RBP/TF	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.615138169387103	-0.0135205212084852	No DS	DEP, no DEG, no DS
APBB1	ENSG00000166313	0.111460835396186	protein	pos	TRUE	10	1.5098135521302001E-3	1	0.04	8	Synaptic/ neuron	protein	nucleus	biological regulation	regulation of biological process	binding	protein binding	0.348798761656418	-0.0158081118627399	No DS	DEP, no DEG, no DS
DPYSL3	ENSG00000113657	0.0325695247731694	protein	neg	TRUE	4	7.9006828310309999E-4	0.93	0.06	8	Synaptic/ neuron	protein	cytoskeleton	cellular process	cellular component organization	binding	protein binding	-0.182041408336303	-0.110138225763942	No DS	DEP + DEG, no DS
RIC8B	ENSG00000111785	0.230115339567319	protein	pos	TRUE	3	5.5846448268750005E-4	1	0.03	2	Metabolism	protein	cytoskeleton	biological regulation	regulation of biological process	binding	protein binding	0.599605991487328	-0.0554905896472098	No DS	DEP, no DEG, no DS
REM2	ENSG00000139890	0.0822302011622742	protein	neg	TRUE	1	0	0.88	0.02	10	Autophagy	protein	plasma_membrane	biological regulation	regulation of biological process	binding	small molecule binding	-0.287012195275134	-0.293820830793845	No DS	DEP + DEG, no DS
TBC1D9B	ENSG00000197226	0.130158185835609	protein	neg	TRUE	2	1.5063319511919999E-4	1	0.05	8	Synaptic/ neuron	protein	endomembrane	biological regulation	regulation of biological process	binding	protein binding	-0.388320486530223	-0.0696847262116915	DS	DEP + DS
SNX30	ENSG00000148158	0.0834790414315479	protein	neg	TRUE	2	4.843618400188596e-05	1	0.05	10	Autophagy	protein	vesicle	localization	macromolecule localization	binding	protein binding	-0.289651944778331	0.0031637265160596	No DS	DEP, no DEG, no DS
CACYBP	ENSG00000116161	0.0486994524012674	protein	neg	TRUE	18	1.5490091633146101E-2	1	0.11	9	Synaptic/ neuron	protein	extracellular	cellular process	cellular response to stimulus	binding	protein binding	-0.216136215727193	-0.143120602106462	No DS	DEP + DEG, no DS
SIPA1L2	ENSG00000116991	0.166228792146661	protein	pos	TRUE	6	2.7101955092808001E-3	1	0.06	8	Synaptic/ neuron	protein	NA	biological regulation	regulation of biological process	molecular function regulator	enzyme regulator	0.464565117194631	0.166747003931277	DS	DEP + DS
